"sex","age","numgiven","sex1","talkto1","sex2","talkto2","sex3","talkto3","sex4","talkto4","sex5","talkto5","close12","close13","close14","close15","close23","close24","close25","close34","close35","close45","mntlhlth","health1"
"male","35","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"female","49","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","24","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"female","50","6","male","almost daily","female","almost daily","female","once a week","male","almost daily","female","once a week","know each other","know each other","know each other","know each other","total strangers","total strangers","total strangers","total strangers","total strangers","total strangers","0",NA
"female","82","3","female","almost daily","female","once a month","female","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA
"male","44","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","28","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA
"female","33","3","female","almost daily","female","once a week","female","almost daily",NA,NA,NA,NA,"total strangers","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"2",NA
"male","40","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","41","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","58","5","male","once a week","male","once a week","female","once a week","male","almost daily","female","almost daily","especially close","know each other","especially close","know each other","know each other","know each other","know each other","especially close","especially close","especially close","3","very good"
"female","37","6","male","almost daily","female","almost daily","male","almost daily","female","almost daily","female","almost daily","especially close","especially close","know each other","know each other","especially close","know each other","know each other","know each other","know each other","know each other",NA,NA
"male","67","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","46","2","male","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","35","2","male","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","81","4","female","almost daily","male","almost daily","male","once a month","male","lt once a month",NA,NA,"especially close","especially close","especially close",NA,"know each other","know each other",NA,"especially close",NA,NA,NA,"good"
"female","57","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"female","32","3","male","once a week","female","almost daily","female","once a week",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"3",NA
"female","42","3","female","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"2",NA
"female","48","2","female","once a week","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"male","51","2","male","once a week","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","89 or older","3","female","almost daily","male","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA
"male","47","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"female","53","5","male","almost daily","female","once a month","male","once a week","female","once a week","female","once a week","especially close","especially close","especially close","especially close","know each other","especially close","know each other","know each other","especially close","know each other","4","very good"
"female","66","6","male","once a week","female","almost daily","female","almost daily","female","once a month","male","once a week","know each other","know each other","especially close","know each other","especially close","know each other","especially close","know each other","especially close","know each other",NA,NA
"female","68","6","male","almost daily","female","once a month","female","once a month","female","once a month","female","once a month","know each other","know each other","know each other","know each other","especially close","know each other","total strangers","especially close","total strangers","total strangers",NA,NA
"male","55","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","32","5","male","almost daily","female","once a week","female","almost daily","female","almost daily","female","once a week","especially close","especially close","especially close","especially close","know each other","especially close","especially close","know each other","total strangers","especially close","2",NA
"male","44","5","male","once a week","male","once a week","male","once a week","female","once a week","female","almost daily","know each other","especially close","know each other","especially close","know each other","know each other","especially close","know each other","know each other","especially close","1","good"
"female","67","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","38","5","female","once a week","female","once a week","female","almost daily","female","almost daily","male","almost daily","know each other","know each other","know each other","know each other","especially close","know each other","know each other","know each other","know each other","especially close",NA,NA
"male","69","2","female","once a month","male","lt once a month",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"female","40","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","32","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","37","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"female","29","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","23","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","50","4","female","once a week","male","almost daily","male","lt once a month","female","once a week",NA,NA,"total strangers","total strangers","know each other",NA,"total strangers","know each other",NA,"total strangers",NA,NA,NA,NA
"male","29","4","female","once a week","female","once a week","female","almost daily","female","once a week",NA,NA,"total strangers","especially close","especially close",NA,"total strangers","total strangers",NA,"especially close",NA,NA,"15","very good"
"male","48","6","female","almost daily","female","lt once a month","male","lt once a month","male","once a month","male","once a week","know each other","know each other","total strangers","know each other","know each other","know each other","know each other","know each other","know each other","know each other","7",NA
"male","86","5","male","once a month","female","once a month","male","once a month","male","once a month","male","once a month","know each other","know each other","know each other","especially close","know each other","know each other","know each other","know each other","know each other","especially close",NA,NA
"female","48","3","female","almost daily","female","almost daily","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA
"female","62","2","female","once a week","male","once a month",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","43","4","male","almost daily","female","almost daily","female","almost daily","female","once a week",NA,NA,"especially close","know each other","know each other",NA,"know each other","know each other",NA,"total strangers",NA,NA,"0",NA
"male","56","6","female","once a week","female","once a week","male","once a week","female","once a week","female","once a week","especially close","know each other","know each other","know each other","know each other","especially close","know each other","know each other","know each other","know each other","7",NA
"female","38","2","female","once a month","male","almost daily",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","72","4","female","almost daily","male","once a week","male","lt once a month","male","lt once a month",NA,NA,"know each other","know each other","know each other",NA,"know each other","total strangers",NA,"total strangers",NA,NA,"0","excellent"
"female","59","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"male","84","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","21","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","23","6","female","almost daily","female","once a week","female","almost daily","male","once a week","male","once a week","know each other","know each other","know each other","total strangers","especially close","especially close","total strangers","especially close","especially close","know each other",NA,NA
"female","24","4","male","almost daily","female","once a week","female","once a month","female","once a month",NA,NA,"know each other","know each other","total strangers",NA,"know each other","know each other",NA,"know each other",NA,NA,NA,NA
"male","29","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"female","35","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","35","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"male","34","3","female","almost daily","female","almost daily","male","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"total strangers",NA,NA,NA,NA,NA,"2",NA
"male","42","5","male","once a week","female","almost daily","female","almost daily","female","once a week","male","once a week","especially close","especially close","total strangers","especially close","especially close","especially close","especially close","especially close","especially close","especially close","7",NA
"male","53","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"female","28","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"female","28","5","female","almost daily","male","almost daily","male","almost daily","female","almost daily","female","almost daily","especially close","especially close","know each other","especially close","especially close","know each other","especially close","especially close","especially close","know each other","NO ANSWER",NA
"male","57","3","female","almost daily","male","once a month","male","lt once a month",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"3",NA
"male","38","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","45","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","88","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","44","2","male","once a week","female","once a month",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"female","81","1","male","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","66","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","good"
"female","67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","very good"
"female","46","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","56","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","25","4","male","once a week","male","once a week","male","once a week","female","almost daily",NA,NA,"especially close","especially close","especially close",NA,"especially close","know each other",NA,"know each other",NA,NA,"0",NA
"female","41","4","female","once a week","male","once a week","female","once a week","male","almost daily",NA,NA,"especially close","especially close","total strangers",NA,"especially close","total strangers",NA,"total strangers",NA,NA,NA,NA
"female","18","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","25","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"female","38","3","female","almost daily","female","almost daily","female","once a week",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"15",NA
"male","66","5","male","once a week","male","once a week","male","once a month","male","once a week","male","once a week","total strangers","know each other","especially close","especially close","know each other","total strangers","total strangers","total strangers","total strangers","especially close",NA,"fair"
"male","28","2","female","lt once a month","female","almost daily",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","33","2","male","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","fair"
"female","45","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"male","40","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","36","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","61","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","73","5","male","almost daily","female","once a week","female","almost daily","male","once a week","male","lt once a month","total strangers","know each other","know each other","total strangers","total strangers","know each other","know each other","especially close","especially close","know each other",NA,NA
"female","59","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","30","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","56","3","male","once a week","male","once a week","male","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0","good"
"female","80","3","female","once a week","female","once a week","male","once a week",NA,NA,NA,NA,"know each other","especially close",NA,NA,"know each other",NA,NA,NA,NA,NA,NA,"very good"
"female","45","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","19","2","female","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","40","1","female","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","34","4","male","once a week","female","almost daily","male","almost daily","male","once a week",NA,NA,"know each other","total strangers","total strangers",NA,"know each other","total strangers",NA,"total strangers",NA,NA,"0",NA
"male","56","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","45","3","female","almost daily","female","once a month","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"5",NA
"female","33","2","female","almost daily","female","once a month",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","69","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","63","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","21","3","female","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"0",NA
"female","30","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"male","43","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","22","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","very good"
"male","27","5","male","almost daily","male","almost daily","female","almost daily","male","once a week","male","lt once a month","especially close","know each other","total strangers","total strangers","especially close","know each other","know each other","especially close","know each other","especially close","0",NA
